age,sex,scenario,scen,prop,mode,max_walk,max_cycle,purpose,title1
40-64,males,Base case,commuting_1_2,0.009054477342954205,Other,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Base case,commuting_1_2,0.05931098365093093,Public transport,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Base case,commuting_1_2,0.22155378357866565,Walking,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Base case,all_1_5,0.02286585462215163,Cycling,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Base case,all_1_5,0.6872149008052976,Car,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Base case,all_1_5,0.009054477342954205,Other,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Base case,all_1_5,0.05931098365093093,Public transport,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Base case,all_1_5,0.22155378357866565,Walking,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Base case,commuting_1_5,0.02286585462215163,Cycling,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Base case,commuting_1_5,0.6872149008052976,Car,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Base case,commuting_1_5,0.009054477342954205,Other,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Base case,commuting_1_5,0.05931098365093093,Public transport,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Base case,commuting_1_5,0.22155378357866565,Walking,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Base case,all_2_0,0.02286585462215163,Cycling,2,0,all,2km ≥ walking
40-64,males,Base case,all_2_0,0.6872149008052976,Car,2,0,all,2km ≥ walking
40-64,males,Base case,all_2_0,0.009054477342954205,Other,2,0,all,2km ≥ walking
40-64,males,Base case,all_2_0,0.05931098365093093,Public transport,2,0,all,2km ≥ walking
40-64,males,Base case,all_2_0,0.22155378357866565,Walking,2,0,all,2km ≥ walking
40-64,males,Base case,commuting_2_0,0.02286585462215163,Cycling,2,0,commuting,2km ≥ walking
40-64,males,Base case,commuting_2_0,0.6872149008052976,Car,2,0,commuting,2km ≥ walking
40-64,males,Base case,commuting_2_0,0.009054477342954205,Other,2,0,commuting,2km ≥ walking
40-64,males,Base case,commuting_2_0,0.05931098365093093,Public transport,2,0,commuting,2km ≥ walking
40-64,males,Base case,commuting_2_0,0.22155378357866565,Walking,2,0,commuting,2km ≥ walking
40-64,males,Base case,all_2_5,0.02286585462215163,Cycling,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Base case,all_2_5,0.6872149008052976,Car,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Base case,all_2_5,0.009054477342954205,Other,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Base case,all_2_5,0.05931098365093093,Public transport,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Base case,all_2_5,0.22155378357866565,Walking,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Base case,commuting_2_5,0.02286585462215163,Cycling,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Base case,commuting_2_5,0.6872149008052976,Car,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Base case,commuting_2_5,0.009054477342954205,Other,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Base case,commuting_2_5,0.05931098365093093,Public transport,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Base case,commuting_2_5,0.22155378357866565,Walking,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Scenario,all_0_2,0.12253286988825306,Cycling,0,2,all,2km ≥ cycling
40-64,males,Scenario,all_0_2,0.5875478855391961,Car,0,2,all,2km ≥ cycling
40-64,males,Scenario,all_0_2,0.009054477342954205,Other,0,2,all,2km ≥ cycling
40-64,males,Scenario,all_0_2,0.05931098365093093,Public transport,0,2,all,2km ≥ cycling
40-64,males,Scenario,all_0_2,0.22155378357866565,Walking,0,2,all,2km ≥ cycling
40-64,males,Scenario,commuting_0_2,0.03736415336672589,Cycling,0,2,commuting,2km ≥ cycling
40-64,males,Scenario,commuting_0_2,0.6727166020607233,Car,0,2,commuting,2km ≥ cycling
40-64,males,Scenario,commuting_0_2,0.009054477342954205,Other,0,2,commuting,2km ≥ cycling
40-64,males,Scenario,commuting_0_2,0.05931098365093093,Public transport,0,2,commuting,2km ≥ cycling
40-64,males,Scenario,commuting_0_2,0.22155378357866565,Walking,0,2,commuting,2km ≥ cycling
40-64,males,Scenario,all_0_5,0.3086152597548316,Cycling,0,5,all,5km ≥ cycling
40-64,males,Scenario,all_0_5,0.4014654956726176,Car,0,5,all,5km ≥ cycling
40-64,males,Scenario,all_0_5,0.009054477342954205,Other,0,5,all,5km ≥ cycling
40-64,males,Scenario,all_0_5,0.05931098365093093,Public transport,0,5,all,5km ≥ cycling
40-64,males,Scenario,all_0_5,0.22155378357866565,Walking,0,5,all,5km ≥ cycling
40-64,males,Scenario,commuting_0_5,0.06381062188209054,Cycling,0,5,commuting,5km ≥ cycling
40-64,males,Scenario,commuting_0_5,0.6462701335453587,Car,0,5,commuting,5km ≥ cycling
40-64,males,Scenario,commuting_0_5,0.009054477342954205,Other,0,5,commuting,5km ≥ cycling
40-64,males,Scenario,commuting_0_5,0.05931098365093093,Public transport,0,5,commuting,5km ≥ cycling
40-64,males,Scenario,commuting_0_5,0.22155378357866565,Walking,0,5,commuting,5km ≥ cycling
40-64,males,Scenario,all_1_0,0.02286585462215163,Cycling,1,0,all,1km ≥ walking
40-64,males,Scenario,all_1_0,0.6566579816016871,Car,1,0,all,1km ≥ walking
40-64,males,Scenario,all_1_0,0.009054477342954205,Other,1,0,all,1km ≥ walking
40-64,males,Scenario,all_1_0,0.05931098365093093,Public transport,1,0,all,1km ≥ walking
40-64,males,Scenario,all_1_0,0.2521107027822761,Walking,1,0,all,1km ≥ walking
40-64,males,Scenario,commuting_1_0,0.02286585462215163,Cycling,1,0,commuting,1km ≥ walking
40-64,males,Scenario,commuting_1_0,0.6824119658947372,Car,1,0,commuting,1km ≥ walking
40-64,males,Scenario,commuting_1_0,0.009054477342954205,Other,1,0,commuting,1km ≥ walking
40-64,males,Scenario,commuting_1_0,0.05931098365093093,Public transport,1,0,commuting,1km ≥ walking
40-64,males,Scenario,commuting_1_0,0.226356718489226,Walking,1,0,commuting,1km ≥ walking
40-64,males,Scenario,all_1_2,0.09197595068464264,Cycling,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Scenario,all_1_2,0.5875478855391961,Car,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Scenario,all_1_2,0.009054477342954205,Other,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Scenario,all_1_2,0.05931098365093093,Public transport,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Scenario,all_1_2,0.2521107027822761,Walking,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Scenario,commuting_1_2,0.03256121845616554,Cycling,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Scenario,commuting_1_2,0.6727166020607233,Car,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Scenario,commuting_1_2,0.009054477342954205,Other,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Scenario,commuting_1_2,0.05931098365093093,Public transport,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Scenario,commuting_1_2,0.226356718489226,Walking,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,males,Scenario,all_1_5,0.27805834055122114,Cycling,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Scenario,all_1_5,0.4014654956726176,Car,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Scenario,all_1_5,0.009054477342954205,Other,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Scenario,all_1_5,0.05931098365093093,Public transport,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Scenario,all_1_5,0.2521107027822761,Walking,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Scenario,commuting_1_5,0.059007686971530186,Cycling,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Scenario,commuting_1_5,0.6462701335453587,Car,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Scenario,commuting_1_5,0.009054477342954205,Other,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Scenario,commuting_1_5,0.05931098365093093,Public transport,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Scenario,commuting_1_5,0.226356718489226,Walking,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,males,Scenario,all_2_0,0.02286585462215163,Cycling,2,0,all,2km ≥ walking
40-64,males,Scenario,all_2_0,0.5875478855391961,Car,2,0,all,2km ≥ walking
40-64,males,Scenario,all_2_0,0.009054477342954205,Other,2,0,all,2km ≥ walking
40-64,males,Scenario,all_2_0,0.05931098365093093,Public transport,2,0,all,2km ≥ walking
40-64,males,Scenario,all_2_0,0.32122079884476706,Walking,2,0,all,2km ≥ walking
40-64,males,Scenario,commuting_2_0,0.02286585462215163,Cycling,2,0,commuting,2km ≥ walking
40-64,males,Scenario,commuting_2_0,0.6727166020607233,Car,2,0,commuting,2km ≥ walking
40-64,males,Scenario,commuting_2_0,0.009054477342954205,Other,2,0,commuting,2km ≥ walking
40-64,males,Scenario,commuting_2_0,0.05931098365093093,Public transport,2,0,commuting,2km ≥ walking
40-64,males,Scenario,commuting_2_0,0.2360520823232399,Walking,2,0,commuting,2km ≥ walking
40-64,males,Scenario,all_2_5,0.20894824448873017,Cycling,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Scenario,all_2_5,0.4014654956726176,Car,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Scenario,all_2_5,0.009054477342954205,Other,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Scenario,all_2_5,0.05931098365093093,Public transport,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Scenario,all_2_5,0.32122079884476706,Walking,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Scenario,commuting_2_5,0.04931232313751628,Cycling,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Scenario,commuting_2_5,0.6462701335453587,Car,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Scenario,commuting_2_5,0.009054477342954205,Other,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Scenario,commuting_2_5,0.05931098365093093,Public transport,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,males,Scenario,commuting_2_5,0.2360520823232399,Walking,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Base case,all_0_2,0.007177510996773656,Cycling,0,2,all,2km ≥ cycling
40-64,females,Base case,all_0_2,0.7015005105975187,Car,0,2,all,2km ≥ cycling
40-64,females,Base case,all_0_2,0.008184325827553919,Other,0,2,all,2km ≥ cycling
40-64,females,Base case,all_0_2,0.04445498307913608,Public transport,0,2,all,2km ≥ cycling
40-64,females,Base case,all_0_2,0.23868266949901765,Walking,0,2,all,2km ≥ cycling
40-64,females,Base case,commuting_0_2,0.007177510996773656,Cycling,0,2,commuting,2km ≥ cycling
40-64,females,Base case,commuting_0_2,0.7015005105975187,Car,0,2,commuting,2km ≥ cycling
40-64,females,Base case,commuting_0_2,0.008184325827553919,Other,0,2,commuting,2km ≥ cycling
40-64,females,Base case,commuting_0_2,0.04445498307913608,Public transport,0,2,commuting,2km ≥ cycling
40-64,females,Base case,commuting_0_2,0.23868266949901765,Walking,0,2,commuting,2km ≥ cycling
40-64,females,Base case,all_0_5,0.007177510996773656,Cycling,0,5,all,5km ≥ cycling
40-64,females,Base case,all_0_5,0.7015005105975187,Car,0,5,all,5km ≥ cycling
40-64,females,Base case,all_0_5,0.008184325827553919,Other,0,5,all,5km ≥ cycling
40-64,females,Base case,all_0_5,0.04445498307913608,Public transport,0,5,all,5km ≥ cycling
40-64,females,Base case,all_0_5,0.23868266949901765,Walking,0,5,all,5km ≥ cycling
40-64,females,Base case,commuting_0_5,0.007177510996773656,Cycling,0,5,commuting,5km ≥ cycling
40-64,females,Base case,commuting_0_5,0.7015005105975187,Car,0,5,commuting,5km ≥ cycling
40-64,females,Base case,commuting_0_5,0.008184325827553919,Other,0,5,commuting,5km ≥ cycling
40-64,females,Base case,commuting_0_5,0.04445498307913608,Public transport,0,5,commuting,5km ≥ cycling
40-64,females,Base case,commuting_0_5,0.23868266949901765,Walking,0,5,commuting,5km ≥ cycling
40-64,females,Base case,all_1_0,0.007177510996773656,Cycling,1,0,all,1km ≥ walking
40-64,females,Base case,all_1_0,0.7015005105975187,Car,1,0,all,1km ≥ walking
40-64,females,Base case,all_1_0,0.008184325827553919,Other,1,0,all,1km ≥ walking
40-64,females,Base case,all_1_0,0.04445498307913608,Public transport,1,0,all,1km ≥ walking
40-64,females,Base case,all_1_0,0.23868266949901765,Walking,1,0,all,1km ≥ walking
40-64,females,Base case,commuting_1_0,0.007177510996773656,Cycling,1,0,commuting,1km ≥ walking
40-64,females,Base case,commuting_1_0,0.7015005105975187,Car,1,0,commuting,1km ≥ walking
40-64,females,Base case,commuting_1_0,0.008184325827553919,Other,1,0,commuting,1km ≥ walking
40-64,females,Base case,commuting_1_0,0.04445498307913608,Public transport,1,0,commuting,1km ≥ walking
40-64,females,Base case,commuting_1_0,0.23868266949901765,Walking,1,0,commuting,1km ≥ walking
40-64,females,Base case,all_1_2,0.007177510996773656,Cycling,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Base case,all_1_2,0.7015005105975187,Car,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Base case,all_1_2,0.008184325827553919,Other,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Base case,all_1_2,0.04445498307913608,Public transport,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Base case,all_1_2,0.23868266949901765,Walking,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Base case,commuting_1_2,0.007177510996773656,Cycling,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Base case,commuting_1_2,0.7015005105975187,Car,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Base case,commuting_1_2,0.008184325827553919,Other,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Base case,commuting_1_2,0.04445498307913608,Public transport,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Base case,commuting_1_2,0.23868266949901765,Walking,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Base case,all_1_5,0.007177510996773656,Cycling,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Base case,all_1_5,0.7015005105975187,Car,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Base case,all_1_5,0.008184325827553919,Other,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Base case,all_1_5,0.04445498307913608,Public transport,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Base case,all_1_5,0.23868266949901765,Walking,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Base case,commuting_1_5,0.007177510996773656,Cycling,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Base case,commuting_1_5,0.7015005105975187,Car,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Base case,commuting_1_5,0.008184325827553919,Other,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Base case,commuting_1_5,0.04445498307913608,Public transport,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Base case,commuting_1_5,0.23868266949901765,Walking,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Base case,all_2_0,0.007177510996773656,Cycling,2,0,all,2km ≥ walking
40-64,females,Base case,all_2_0,0.7015005105975187,Car,2,0,all,2km ≥ walking
40-64,females,Base case,all_2_0,0.008184325827553919,Other,2,0,all,2km ≥ walking
40-64,females,Base case,all_2_0,0.04445498307913608,Public transport,2,0,all,2km ≥ walking
40-64,females,Base case,all_2_0,0.23868266949901765,Walking,2,0,all,2km ≥ walking
40-64,females,Base case,commuting_2_0,0.007177510996773656,Cycling,2,0,commuting,2km ≥ walking
40-64,females,Base case,commuting_2_0,0.7015005105975187,Car,2,0,commuting,2km ≥ walking
40-64,females,Base case,commuting_2_0,0.008184325827553919,Other,2,0,commuting,2km ≥ walking
40-64,females,Base case,commuting_2_0,0.04445498307913608,Public transport,2,0,commuting,2km ≥ walking
40-64,females,Base case,commuting_2_0,0.23868266949901765,Walking,2,0,commuting,2km ≥ walking
40-64,females,Base case,all_2_5,0.007177510996773656,Cycling,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Base case,all_2_5,0.7015005105975187,Car,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Base case,all_2_5,0.008184325827553919,Other,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Base case,all_2_5,0.04445498307913608,Public transport,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Base case,all_2_5,0.23868266949901765,Walking,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Base case,commuting_2_5,0.007177510996773656,Cycling,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Base case,commuting_2_5,0.7015005105975187,Car,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Base case,commuting_2_5,0.008184325827553919,Other,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Base case,commuting_2_5,0.04445498307913608,Public transport,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Base case,commuting_2_5,0.23868266949901765,Walking,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Scenario,all_0_2,0.127186669939949,Cycling,0,2,all,2km ≥ cycling
40-64,females,Scenario,all_0_2,0.5814913516543434,Car,0,2,all,2km ≥ cycling
40-64,females,Scenario,all_0_2,0.008184325827553919,Other,0,2,all,2km ≥ cycling
40-64,females,Scenario,all_0_2,0.04445498307913608,Public transport,0,2,all,2km ≥ cycling
40-64,females,Scenario,all_0_2,0.23868266949901765,Walking,0,2,all,2km ≥ cycling
40-64,females,Scenario,commuting_0_2,0.02010255784572976,Cycling,0,2,commuting,2km ≥ cycling
40-64,females,Scenario,commuting_0_2,0.6885754637485626,Car,0,2,commuting,2km ≥ cycling
40-64,females,Scenario,commuting_0_2,0.008184325827553919,Other,0,2,commuting,2km ≥ cycling
40-64,females,Scenario,commuting_0_2,0.04445498307913608,Public transport,0,2,commuting,2km ≥ cycling
40-64,females,Scenario,commuting_0_2,0.23868266949901765,Walking,0,2,commuting,2km ≥ cycling
40-64,females,Scenario,all_0_5,0.33237359967921504,Cycling,0,5,all,5km ≥ cycling
40-64,females,Scenario,all_0_5,0.37630442191507735,Car,0,5,all,5km ≥ cycling
40-64,females,Scenario,all_0_5,0.008184325827553919,Other,0,5,all,5km ≥ cycling
40-64,females,Scenario,all_0_5,0.04445498307913608,Public transport,0,5,all,5km ≥ cycling
40-64,females,Scenario,all_0_5,0.23868266949901765,Walking,0,5,all,5km ≥ cycling
40-64,females,Scenario,commuting_0_5,0.043753081032479726,Cycling,0,5,commuting,5km ≥ cycling
40-64,females,Scenario,commuting_0_5,0.6649249405618126,Car,0,5,commuting,5km ≥ cycling
40-64,females,Scenario,commuting_0_5,0.008184325827553919,Other,0,5,commuting,5km ≥ cycling
40-64,females,Scenario,commuting_0_5,0.04445498307913608,Public transport,0,5,commuting,5km ≥ cycling
40-64,females,Scenario,commuting_0_5,0.23868266949901765,Walking,0,5,commuting,5km ≥ cycling
40-64,females,Scenario,all_1_0,0.007177510996773656,Cycling,1,0,all,1km ≥ walking
40-64,females,Scenario,all_1_0,0.6692505930255412,Car,1,0,all,1km ≥ walking
40-64,females,Scenario,all_1_0,0.008184325827553919,Other,1,0,all,1km ≥ walking
40-64,females,Scenario,all_1_0,0.04445498307913608,Public transport,1,0,all,1km ≥ walking
40-64,females,Scenario,all_1_0,0.27093258707099516,Walking,1,0,all,1km ≥ walking
40-64,females,Scenario,commuting_1_0,0.007177510996773656,Cycling,1,0,commuting,1km ≥ walking
40-64,females,Scenario,commuting_1_0,0.6977824025974506,Car,1,0,commuting,1km ≥ walking
40-64,females,Scenario,commuting_1_0,0.008184325827553919,Other,1,0,commuting,1km ≥ walking
40-64,females,Scenario,commuting_1_0,0.04445498307913608,Public transport,1,0,commuting,1km ≥ walking
40-64,females,Scenario,commuting_1_0,0.24240077749908573,Walking,1,0,commuting,1km ≥ walking
40-64,females,Scenario,all_1_2,0.09493675236797151,Cycling,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Scenario,all_1_2,0.5814913516543434,Car,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Scenario,all_1_2,0.008184325827553919,Other,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Scenario,all_1_2,0.04445498307913608,Public transport,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Scenario,all_1_2,0.27093258707099516,Walking,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Scenario,commuting_1_2,0.016384449845661696,Cycling,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Scenario,commuting_1_2,0.6885754637485626,Car,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Scenario,commuting_1_2,0.008184325827553919,Other,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Scenario,commuting_1_2,0.04445498307913608,Public transport,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Scenario,commuting_1_2,0.24240077749908573,Walking,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
40-64,females,Scenario,all_1_5,0.30012368210723755,Cycling,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Scenario,all_1_5,0.37630442191507735,Car,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Scenario,all_1_5,0.008184325827553919,Other,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Scenario,all_1_5,0.04445498307913608,Public transport,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Scenario,all_1_5,0.27093258707099516,Walking,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Scenario,commuting_1_5,0.040034973032411665,Cycling,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Scenario,commuting_1_5,0.6649249405618126,Car,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Scenario,commuting_1_5,0.008184325827553919,Other,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Scenario,commuting_1_5,0.04445498307913608,Public transport,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Scenario,commuting_1_5,0.24240077749908573,Walking,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
40-64,females,Scenario,all_2_0,0.007177510996773656,Cycling,2,0,all,2km ≥ walking
40-64,females,Scenario,all_2_0,0.5814913516543434,Car,2,0,all,2km ≥ walking
40-64,females,Scenario,all_2_0,0.008184325827553919,Other,2,0,all,2km ≥ walking
40-64,females,Scenario,all_2_0,0.04445498307913608,Public transport,2,0,all,2km ≥ walking
40-64,females,Scenario,all_2_0,0.358691828442193,Walking,2,0,all,2km ≥ walking
40-64,females,Scenario,commuting_2_0,0.007177510996773656,Cycling,2,0,commuting,2km ≥ walking
40-64,females,Scenario,commuting_2_0,0.6885754637485626,Car,2,0,commuting,2km ≥ walking
40-64,females,Scenario,commuting_2_0,0.008184325827553919,Other,2,0,commuting,2km ≥ walking
40-64,females,Scenario,commuting_2_0,0.04445498307913608,Public transport,2,0,commuting,2km ≥ walking
40-64,females,Scenario,commuting_2_0,0.25160771634797374,Walking,2,0,commuting,2km ≥ walking
40-64,females,Scenario,all_2_5,0.21236444073603972,Cycling,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Scenario,all_2_5,0.37630442191507735,Car,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Scenario,all_2_5,0.008184325827553919,Other,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Scenario,all_2_5,0.04445498307913608,Public transport,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Scenario,all_2_5,0.358691828442193,Walking,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Scenario,commuting_2_5,0.03082803418352362,Cycling,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Scenario,commuting_2_5,0.6649249405618126,Car,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Scenario,commuting_2_5,0.008184325827553919,Other,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Scenario,commuting_2_5,0.04445498307913608,Public transport,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females,Scenario,commuting_2_5,0.25160771634797374,Walking,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
40-64,females and males,Base case,all_0_2,0.014923576389870744,Cycling,0,2,all,2km ≥ cycling
40-64,females and males,Base case,all_0_2,0.6944470401819542,Car,0,2,all,2km ≥ cycling
40-64,females and males,Base case,all_0_2,0.008613960128098553,Other,0,2,all,2km ≥ cycling
40-64,females and males,Base case,all_0_2,0.05179008196891694,Public transport,0,2,all,2km ≥ cycling
40-64,females and males,Base case,all_0_2,0.23022534133115954,Walking,0,2,all,2km ≥ cycling
40-64,females and males,Base case,commuting_0_2,0.014923576389870744,Cycling,0,2,commuting,2km ≥ cycling
40-64,females and males,Base case,commuting_0_2,0.6944470401819542,Car,0,2,commuting,2km ≥ cycling
40-64,females and males,Base case,commuting_0_2,0.008613960128098553,Other,0,2,commuting,2km ≥ cycling
40-64,females and males,Base case,commuting_0_2,0.05179008196891694,Public transport,0,2,commuting,2km ≥ cycling
40-64,females and males,Base case,commuting_0_2,0.23022534133115954,Walking,0,2,commuting,2km ≥ cycling
40-64,females and males,Base case,all_0_5,0.014923576389870744,Cycling,0,5,all,5km ≥ cycling
